,accession,duf_number
4084,PF22942,DUF7025
4085,PF22950,DUF7026
4086,PF22954,DUF7027
4087,PF22970,DUF7028
4088,PF22974,DUF7029
4089,PF22989,DUF7030
4090,PF23005,DUF7032
4091,PF23019,DUF7033
4092,PF22243,DUF5018
4093,PF22751,DUF488
4094,PF22932,DUF569
4095,PF24595,DUF7619
4096,PF24346,DUF7507
4097,PF24547,DUF7601
4098,PF24558,DUF7604
4099,PF24593,DUF7617
4100,PF23357,DUF7088
4101,PF23033,DUF7034
4102,PF23034,DUF7035
4103,PF23041,DUF7036
4104,PF23045,DUF7037
4105,PF23047,DUF7038
4106,PF23049,DUF7039
4107,PF23051,DUF7040
4108,PF23055,DUF7041
4109,PF23069,DUF7042
4110,PF23070,DUF7043
4111,PF23071,DUF7044
4112,PF23073,DUF7045
4113,PF23080,DUF7046
4114,PF23088,DUF7047
4115,PF23126,DUF7048
4116,PF23132,DUF7049
4117,PF23133,DUF7050
4118,PF23136,DUF7051
4119,PF23155,DUF7053
4120,PF23156,DUF7054
4121,PF23157,DUF7055
4122,PF23158,DUF7056
4123,PF23167,DUF7057
4124,PF23186,DUF7059
4125,PF23199,DUF7060
4126,PF23200,DUF7061
4127,PF23201,DUF7062
4128,PF23205,DUF7063
4129,PF23212,DUF7064
4130,PF23213,DUF7065
4131,PF23217,DUF7066
4132,PF23229,DUF7067
4133,PF23238,DUF7068
4134,PF23239,DUF7069
4135,PF23255,DUF7070
4136,PF23257,DUF7071
4137,PF23258,DUF7072
4138,PF23264,DUF7073
4139,PF23269,DUF7074
4140,PF23272,DUF7075
4141,PF23273,DUF7076
4142,PF23274,DUF7077
4143,PF23285,DUF7078
4144,PF23296,DUF7079
4145,PF23299,DUF7081
4146,PF23305,DUF7082
4147,PF23309,DUF7083
4148,PF23311,DUF7084
4149,PF23318,DUF7085
4150,PF23324,DUF7086
4151,PF23346,DUF7087
4152,PF23363,DUF7089
4153,PF23365,DUF7090
4154,PF23367,DUF7091
4155,PF23368,DUF7092
4156,PF23373,DUF7093
4157,PF23375,DUF7094
4158,PF23378,DUF7095
4159,PF23379,DUF7096
4160,PF23382,DUF7097
4161,PF23388,DUF7099
4162,PF23391,DUF7100
4163,PF23392,DUF7101
4164,PF23394,DUF7102
4165,PF23396,DUF7103
4166,PF23397,DUF7104
4167,PF23416,DUF7107
4168,PF23418,DUF7108
4169,PF23421,DUF7109
4170,PF23422,DUF7110
4171,PF23423,DUF7111
4172,PF23424,DUF7112
4173,PF23425,DUF7113
4174,PF23426,DUF7114
4175,PF23428,DUF7115
4176,PF23429,DUF7116
4177,PF23430,DUF7117
4178,PF23432,DUF7118
4179,PF23433,DUF7119
4180,PF23434,DUF7120
4181,PF23435,DUF7121
4182,PF23437,DUF7122
4183,PF23438,DUF7123
4184,PF23439,DUF7124
4185,PF23442,DUF7125
4186,PF23443,DUF7126
4187,PF23444,DUF7127
4188,PF23447,DUF7128
4189,PF23455,DUF7129
4190,PF23458,DUF7130
4191,PF23465,DUF7131
4192,PF23476,DUF7132
4193,PF23500,DUF7133
4194,PF23539,DUF7134
4195,PF23581,DUF7135
4196,PF23584,DUF7136
4197,PF23585,DUF7137
4198,PF23596,DUF7138
4199,PF23614,DUF7141
4200,PF23631,DUF7143
4201,PF23636,DUF7144
4202,PF23638,DUF7145
4203,PF23639,DUF7146
4204,PF23648,DUF7147
4205,PF23650,DUF7148
4206,PF23653,DUF7149
4207,PF23657,DUF7151
4208,PF23662,DUF7152
4209,PF23672,DUF7153
4210,PF23673,DUF7154
4211,PF23710,DUF7155
4212,PF23711,DUF7156
4213,PF23715,DUF7157
4214,PF23716,DUF7158
4215,PF23717,DUF7159
4216,PF23718,DUF7160
4217,PF23720,DUF7161
4218,PF23721,DUF7162
4219,PF23734,DUF7163
4220,PF23741,DUF7164
4221,PF23749,DUF7165
4222,PF23768,DUF7167
4223,PF23771,DUF7168
4224,PF23773,DUF7169
4225,PF23776,DUF7170
4226,PF23785,DUF7171
4227,PF23787,DUF7172
4228,PF23791,DUF7173
4229,PF23796,DUF7174
4230,PF23799,DUF7175
4231,PF23800,DUF7176
4232,PF23801,DUF7177
4233,PF23802,DUF7178
4234,PF23804,DUF7179
4235,PF23805,DUF7180
4236,PF23808,DUF7181
4237,PF23810,DUF7182
4238,PF23811,DUF7183
4239,PF23814,DUF7185
4240,PF23815,DUF7186
4241,PF23816,DUF7187
4242,PF23817,DUF7188
4243,PF23819,DUF7189
4244,PF23820,DUF7190
4245,PF23821,DUF7191
4246,PF23822,DUF7192
4247,PF23823,DUF7193
4248,PF23824,DUF7194
4249,PF23825,DUF7195
4250,PF23826,DUF7196
4251,PF23827,DUF7197
4252,PF23828,DUF7198
4253,PF23829,DUF7199
4254,PF23830,DUF7200
4255,PF23831,DUF7201
4256,PF23832,DUF7202
4257,PF23833,DUF7203
4258,PF23834,DUF7204
4259,PF23835,DUF7205
4260,PF23836,DUF7206
4261,PF23837,DUF7207
4262,PF23838,DUF7208
4263,PF23839,DUF7209
4264,PF23843,DUF7210
4265,PF23847,DUF7211
4266,PF23848,DUF7212
4267,PF23850,DUF7213
4268,PF23851,DUF7214
4269,PF23852,DUF7215
4270,PF23853,DUF7216
4271,PF23854,DUF7217
4272,PF23855,DUF7218
4273,PF23856,DUF7219
4274,PF23858,DUF7220
4275,PF23864,DUF7222
4276,PF23865,DUF7223
4277,PF23866,DUF7224
4278,PF23870,DUF7225
4279,PF23871,DUF7226
4280,PF23872,DUF7227
4281,PF23873,DUF7228
4282,PF23875,DUF7229
4283,PF23876,DUF7230
4284,PF23877,DUF7231
4285,PF23879,DUF7232
4286,PF23880,DUF7233
4287,PF23881,DUF7234
4288,PF23882,DUF7235
4289,PF23883,DUF7236
4290,PF23884,DUF7237
4291,PF23885,DUF7238
4292,PF23886,DUF7239
4293,PF23888,DUF7240
4294,PF23889,DUF7241
4295,PF23890,DUF7242
4296,PF23891,DUF7243
4297,PF23896,DUF7244
4298,PF23897,DUF7245
4299,PF23904,DUF7246
4300,PF23905,DUF7247
4301,PF23906,DUF7248
4302,PF23907,DUF7249
4303,PF23908,DUF7250
4304,PF23909,DUF7251
4305,PF23910,DUF7252
4306,PF23911,DUF7253
4307,PF23912,DUF7254
4308,PF23913,DUF7255
4309,PF23917,DUF7256
4310,PF23918,DUF7257
4311,PF23919,DUF7258
4312,PF23920,DUF7259
4313,PF23921,DUF7260
4314,PF23922,DUF7261
4315,PF23923,DUF7262
4316,PF23924,DUF7263
4317,PF23927,DUF7265
4318,PF23928,DUF7266
4319,PF23929,DUF7267
4320,PF23930,DUF7268
4321,PF23933,DUF7269
4322,PF23934,DUF7270
4323,PF23935,DUF7271
4324,PF23937,DUF7272
4325,PF23938,DUF7273
4326,PF23939,DUF7274
4327,PF23940,DUF7275
4328,PF23941,DUF7276
4329,PF23942,DUF7277
4330,PF23944,DUF7278
4331,PF23945,DUF7279
4332,PF23946,DUF7280
4333,PF23947,DUF7281
4334,PF23951,DUF7282
4335,PF23954,DUF7283
4336,PF23955,DUF7284
4337,PF23956,DUF7285
4338,PF23957,DUF7286
4339,PF23959,DUF7288
4340,PF23960,DUF7289
4341,PF23962,DUF7290
4342,PF23963,DUF7291
4343,PF23964,DUF7292
4344,PF23965,DUF7293
4345,PF23966,DUF7294
4346,PF23967,DUF7295
4347,PF23969,DUF7296
4348,PF23970,DUF7297
4349,PF23972,DUF7298
4350,PF23973,DUF7299
4351,PF23974,DUF7300
4352,PF23975,DUF7301
4353,PF23976,DUF7302
4354,PF23978,DUF7303
4355,PF23979,DUF7304
4356,PF23981,DUF7305
4357,PF23985,DUF7308
4358,PF23988,DUF7309
4359,PF23991,DUF7310
4360,PF23993,DUF7311
4361,PF23994,DUF7312
4362,PF23995,DUF7313
4363,PF23996,DUF7314
4364,PF23997,DUF7315
4365,PF24000,DUF7316
4366,PF24001,DUF7317
4367,PF24002,DUF7318
4368,PF24003,DUF7319
4369,PF24005,DUF7320
4370,PF24007,DUF7321
4371,PF24008,DUF7322
4372,PF24009,DUF7323
4373,PF24010,DUF7324
4374,PF24011,DUF7325
4375,PF24012,DUF7326
4376,PF24013,DUF7327
4377,PF24014,DUF7328
4378,PF24015,DUF7329
4379,PF24016,DUF7330
4380,PF24018,DUF7331
4381,PF24019,DUF7332
4382,PF24020,DUF7333
4383,PF24022,DUF7334
4384,PF24023,DUF7335
4385,PF24024,DUF7336
4386,PF24026,DUF7337
4387,PF24027,DUF7338
4388,PF24028,DUF7339
4389,PF24029,DUF7340
4390,PF24030,DUF7341
4391,PF24033,DUF7342
4392,PF24034,DUF7343
4393,PF24035,DUF7344
4394,PF24036,DUF7345
4395,PF24037,DUF7346
4396,PF24038,DUF7347
4397,PF24039,DUF7348
4398,PF24040,DUF7349
4399,PF24041,DUF7350
4400,PF24042,DUF7351
4401,PF24043,DUF7352
4402,PF24044,DUF7353
4403,PF24051,DUF7355
4404,PF24053,DUF7356
4405,PF24054,DUF7357
4406,PF24057,DUF7358
4407,PF24058,DUF7359
4408,PF24059,DUF7360
4409,PF24060,DUF7361
4410,PF24062,DUF7362
4411,PF24063,DUF7363
4412,PF24069,DUF7364
4413,PF24073,DUF7365
4414,PF24074,DUF7366
4415,PF24075,DUF7367
4416,PF24076,DUF7368
4417,PF24084,DUF7369
4418,PF24085,DUF7370
4419,PF24086,DUF7371
4420,PF24087,DUF7372
4421,PF24088,DUF7373
4422,PF24089,DUF7374
4423,PF24090,DUF7375
4424,PF24091,DUF7376
4425,PF24093,DUF7377
4426,PF24095,DUF7378
4427,PF24096,DUF7379
4428,PF24098,DUF7380
4429,PF24100,DUF7381
4430,PF24107,DUF7382
4431,PF24108,DUF7383
4432,PF24109,DUF7384
4433,PF24110,DUF7385
4434,PF24111,DUF7386
4435,PF24113,DUF7387
4436,PF24114,DUF7388
4437,PF24115,DUF7389
4438,PF24116,DUF7390
4439,PF24117,DUF7391
4440,PF24118,DUF7392
4441,PF24119,DUF7393
4442,PF24126,DUF7394
4443,PF24127,DUF7395
4444,PF24129,DUF7396
4445,PF24130,DUF7397
4446,PF24131,DUF7398
4447,PF24132,DUF7399
4448,PF24133,DUF7400
4449,PF24134,DUF7401
4450,PF24135,DUF7402
4451,PF24136,DUF7403
4452,PF24152,DUF7405
4453,PF24155,DUF7406
4454,PF24156,DUF7407
4455,PF24157,DUF7408
4456,PF24158,DUF7409
4457,PF24166,DUF7410
4458,PF24167,DUF7411
4459,PF24183,DUF7412
4460,PF24185,DUF7413
4461,PF24186,DUF7414
4462,PF24187,DUF7415
4463,PF24188,DUF7416
4464,PF24192,DUF7417
4465,PF24193,DUF7418
4466,PF24194,DUF7419
4467,PF24195,DUF7420
4468,PF24196,DUF7421
4469,PF24197,DUF7422
4470,PF24198,DUF7423
4471,PF24199,DUF7424
4472,PF24200,DUF7425
4473,PF24201,DUF7426
4474,PF24202,DUF7427
4475,PF24204,DUF7428
4476,PF24206,DUF7429
4477,PF24207,DUF7430
4478,PF24209,DUF7431
4479,PF24211,DUF7432
4480,PF24212,DUF7433
4481,PF24213,DUF7434
4482,PF24216,DUF7435
4483,PF24217,DUF7436
4484,PF24218,DUF7437
4485,PF24219,DUF7438
4486,PF24220,DUF7439
4487,PF24224,DUF7440
4488,PF24225,DUF7441
4489,PF24227,DUF7443
4490,PF24231,DUF7444
4491,PF24232,DUF7445
4492,PF24233,DUF7446
4493,PF24239,DUF7447
4494,PF24240,DUF7448
4495,PF24242,DUF7449
4496,PF24247,DUF7450
4497,PF24248,DUF7451
4498,PF24249,DUF7452
4499,PF24251,DUF7453
4500,PF24253,DUF7454
4501,PF24254,DUF7455
4502,PF24255,DUF7456
4503,PF24256,DUF7457
4504,PF24257,DUF7458
4505,PF24258,DUF7459
4506,PF24259,DUF7460
4507,PF24260,DUF7461
4508,PF24261,DUF7462
4509,PF24262,DUF7463
4510,PF24263,DUF7464
4511,PF24264,DUF7465
4512,PF24265,DUF7466
4513,PF24269,DUF7467
4514,PF24272,DUF7468
4515,PF24282,DUF7470
4516,PF24283,DUF7471
4517,PF24284,DUF7472
4518,PF24285,DUF7473
4519,PF24286,DUF7474
4520,PF24287,DUF7475
4521,PF24288,DUF7476
4522,PF24289,DUF7477
4523,PF24290,DUF7478
4524,PF24292,DUF7479
4525,PF24295,DUF7480
4526,PF24297,DUF7481
4527,PF24298,DUF7482
4528,PF24299,DUF7483
4529,PF24302,DUF7484
4530,PF24303,DUF7485
4531,PF24307,DUF7486
4532,PF24308,DUF7487
4533,PF24314,DUF7488
4534,PF24315,DUF7489
4535,PF24318,DUF7490
4536,PF24319,DUF7491
4537,PF24320,DUF7492
4538,PF24321,DUF7493
4539,PF24323,DUF7494
4540,PF24325,DUF7495
4541,PF24326,DUF7496
4542,PF24327,DUF7497
4543,PF24328,DUF7498
4544,PF24330,DUF7499
4545,PF24332,DUF7500
4546,PF24333,DUF7501
4547,PF24334,DUF7502
4548,PF24335,DUF7503
4549,PF24336,DUF7504
4550,PF24337,DUF7505
4551,PF24338,DUF7506
4552,PF24348,DUF7508
4553,PF24349,DUF7509
4554,PF24350,DUF7510
4555,PF24351,DUF7511
4556,PF24352,DUF7512
4557,PF24353,DUF7513
4558,PF24355,DUF7514
4559,PF24359,DUF7515
4560,PF24360,DUF7516
4561,PF24361,DUF7517
4562,PF24362,DUF7518
4563,PF24363,DUF7519
4564,PF24364,DUF7520
4565,PF24365,DUF7521
4566,PF24366,DUF7522
4567,PF24367,DUF7523
4568,PF24368,DUF7524
4569,PF24369,DUF7525
4570,PF24370,DUF7526
4571,PF24371,DUF7527
4572,PF24372,DUF7528
4573,PF24373,DUF7529
4574,PF24374,DUF7530
4575,PF24375,DUF7531
4576,PF24376,DUF7532
4577,PF24377,DUF7533
4578,PF24378,DUF7534
4579,PF24379,DUF7535
4580,PF24380,DUF7536
4581,PF24381,DUF7537
4582,PF24382,DUF7538
4583,PF24383,DUF7539
4584,PF24386,DUF7540
4585,PF24396,DUF7541
4586,PF24398,DUF7542
4587,PF24399,DUF7543
4588,PF24400,DUF7544
4589,PF24411,DUF7545
4590,PF24412,DUF7546
4591,PF24414,DUF7547
4592,PF24416,DUF7548
4593,PF24417,DUF7549
4594,PF24418,DUF7550
4595,PF24420,DUF7551
4596,PF24422,DUF7552
4597,PF24430,DUF7553
4598,PF24431,DUF7554
4599,PF24432,DUF7555
4600,PF24433,DUF7556
4601,PF24434,DUF7557
4602,PF24439,DUF7558
4603,PF24440,DUF7559
4604,PF24441,DUF7560
4605,PF24442,DUF7561
4606,PF24443,DUF7562
4607,PF24444,DUF7563
4608,PF24445,DUF7564
4609,PF24446,DUF7565
4610,PF24450,DUF7566
4611,PF24451,DUF7567
4612,PF24452,DUF7568
4613,PF24453,DUF7569
4614,PF24454,DUF7570
4615,PF24455,DUF7571
4616,PF24457,DUF7572
4617,PF24458,DUF7573
4618,PF24459,DUF7574
4619,PF24460,DUF7575
4620,PF24461,DUF7576
4621,PF24463,DUF7577
4622,PF24466,DUF7578
4623,PF24474,DUF7579
4624,PF24476,DUF7580
4625,PF24483,DUF7582
4626,PF24486,DUF7583
4627,PF24488,DUF7584
4628,PF24490,DUF7585
4629,PF24491,DUF7586
4630,PF24494,DUF7587
4631,PF24496,DUF7588
4632,PF24500,DUF7589
4633,PF24503,DUF7590
4634,PF24511,DUF7591
4635,PF24512,DUF7592
4636,PF24513,DUF7593
4637,PF24523,DUF7595
4638,PF24524,DUF7596
4639,PF24530,DUF7597
4640,PF24535,DUF7598
4641,PF24538,DUF7599
4642,PF24539,DUF7600
4643,PF24549,DUF7602
4644,PF24554,DUF7603
4645,PF24564,DUF7605
4646,PF24580,DUF7607
4647,PF24581,DUF7608
4648,PF24582,DUF7609
4649,PF24583,DUF7610
4650,PF24586,DUF7611
4651,PF24587,DUF7612
4652,PF24588,DUF7613
4653,PF24589,DUF7614
4654,PF24590,DUF7615
4655,PF24592,DUF7616
4656,PF24594,DUF7618
4657,PF24596,DUF7620
4658,PF24599,DUF7621
4659,PF24602,DUF7622
4660,PF24610,DUF7623
4661,PF24616,DUF7624
4662,PF24620,DUF7625
4663,PF24625,DUF7626
4664,PF24628,DUF7627
4665,PF24631,DUF7628
4666,PF24632,DUF7629
4667,PF24633,DUF7630
4668,PF24634,DUF7631
4669,PF24635,DUF7632
4670,PF24636,DUF7633
4671,PF24639,DUF7634
4672,PF24640,DUF7635
4673,PF24642,DUF7636
4674,PF24643,DUF7637
4675,PF24644,DUF7638
4676,PF24645,DUF7639
4677,PF24646,DUF7640
4678,PF24648,DUF7641
4679,PF24649,DUF7642
4680,PF24651,DUF7644
4681,PF24655,DUF7645
4682,PF24657,DUF7646
4683,PF24658,DUF7647
4684,PF24659,DUF7648
4685,PF24661,DUF7649
4686,PF24662,DUF7650
4687,PF24663,DUF7651
4688,PF24665,DUF7652
4689,PF24670,DUF7653
4690,PF24672,DUF7654
4691,PF24676,DUF7656
4692,PF24677,DUF7657
4693,PF24678,DUF7658
4694,PF24692,DUF7659
4695,PF24693,DUF7660
4696,PF24697,DUF7661
4697,PF24698,DUF7662
4698,PF24699,DUF7663
4699,PF24701,DUF7664
4700,PF24703,DUF7666
4701,PF24704,DUF7667
4702,PF24705,DUF7668
4703,PF24706,DUF7669
4704,PF24709,DUF7670
4705,PF24710,DUF7671
4706,PF24717,DUF7672
4707,PF24720,DUF7673
4708,PF24722,DUF7674
4709,PF24723,DUF7675
4710,PF24724,DUF7676
4711,PF24725,DUF7677
4712,PF24726,DUF7678
4713,PF24727,DUF7679
4714,PF24728,DUF7680
4715,PF24730,DUF7682
4716,PF24731,DUF7683
4717,PF24733,DUF7684
4718,PF24734,DUF7685
4719,PF24735,DUF7686
4720,PF24736,DUF7687
4721,PF24737,DUF7688
4722,PF24738,DUF7689
4723,PF24739,DUF7690
4724,PF24740,DUF7691
4725,PF24743,DUF7692
4726,PF24745,DUF7693
4727,PF24746,DUF7694
4728,PF24749,DUF7695
4729,PF24751,DUF7696
4730,PF24752,DUF7697
4731,PF24753,DUF7698
4732,PF24766,DUF7699
4733,PF24777,DUF7700
4734,PF24792,DUF7701
4735,PF24800,DUF7702
4736,PF24802,DUF7703
4737,PF24803,DUF7704
4738,PF24804,DUF7705
4739,PF24806,DUF7706
4740,PF24808,DUF7707
4741,PF24809,DUF7708
4742,PF24813,DUF7709
4743,PF24819,DUF7710
4744,PF24821,DUF7711
4745,PF24822,DUF7712
4746,PF24828,DUF7713
4747,PF24830,DUF7714
4748,PF24831,DUF7715
4749,PF24832,DUF7716
4750,PF24835,DUF7717
4751,PF24839,DUF7718
4752,PF24841,DUF7719
4753,PF24843,DUF7720
4754,PF24845,DUF7721
4755,PF24847,DUF7722
4756,PF24848,DUF7723
4757,PF24849,DUF7724
4758,PF24851,DUF7725
4759,PF24852,DUF7726
4760,PF24853,DUF7727
4761,PF24854,DUF7728
4762,PF24855,DUF7729
4763,PF07431,DUF1512
4764,PF23542,DUF1512
4765,PF24092,DUF7373
4766,PF23543,DUF6688
4767,PF23420,DUF7108
4768,PF23958,DUF7287
4769,PF24864,DUF7730
4770,PF24865,DUF7731
4771,PF24866,DUF7732
4772,PF24867,DUF7733
4773,PF24869,DUF7734
4774,PF24870,DUF7735
4775,PF24875,DUF7736
4776,PF24879,DUF7737
4777,PF24880,DUF7738
4778,PF24881,DUF7739
4779,PF24886,DUF7740
4780,PF24888,DUF7741
4781,PF24891,DUF7742
4782,PF24893,DUF7743
4783,PF24897,DUF7744
4784,PF24924,DUF7745
4785,PF24925,DUF7746
4786,PF24927,DUF7747
4787,PF24928,DUF7748
4788,PF24930,DUF7750
4789,PF24933,DUF7751
4790,PF24934,DUF7752
4791,PF24936,DUF7753
4792,PF24937,DUF7754
4793,PF24938,DUF7755
4794,PF24939,DUF7756
4795,PF24941,DUF7757
4796,PF24944,DUF7758
4797,PF24945,DUF7759
4798,PF24949,DUF7760
4799,PF24952,DUF7761
4800,PF24953,DUF7762
4801,PF24954,DUF7763
4802,PF24958,DUF7765
4803,PF24962,DUF7767
4804,PF24963,DUF7768
4805,PF24964,DUF7769
4806,PF24968,DUF7770
4807,PF24974,DUF7771
4808,PF24977,DUF7772
4809,PF24982,DUF7773
4810,PF24983,DUF7774
4811,PF24985,DUF7775
4812,PF24989,DUF7776
4813,PF24992,DUF7777
4814,PF24998,DUF7778
4815,PF25000,DUF7779
4816,PF25002,DUF7780
4817,PF25003,DUF7781
4818,PF25004,DUF7782
4819,PF25006,DUF7783
4820,PF25008,DUF7784
4821,PF25009,DUF7785
4822,PF25012,DUF7786
4823,PF25042,DUF7787
4824,PF25043,DUF7788
4825,PF25044,DUF7789
4826,PF25046,DUF7790
4827,PF25053,DUF7791
4828,PF25055,DUF7792
4829,PF25056,DUF7793
4830,PF25070,DUF7794
4831,PF25071,DUF7795
4832,PF25072,DUF7796
4833,PF25073,DUF7797
4834,PF25074,DUF7798
4835,PF25075,DUF7799
4836,PF25077,DUF7800
4837,PF25078,DUF7801
4838,PF25085,DUF7802
4839,PF25086,DUF7803
4840,PF25089,DUF7804
4841,PF25090,DUF7805
4842,PF25091,DUF7806
4843,PF25093,DUF7807
4844,PF25096,DUF7808
4845,PF25100,DUF7809
4846,PF25102,DUF7810
4847,PF25103,DUF7811
4848,PF25104,DUF7812
4849,PF25105,DUF7813
4850,PF25120,DUF7814
4851,PF25122,DUF7815
4852,PF25124,DUF7816
4853,PF25125,DUF7817
4854,PF25126,DUF7818
4855,PF25127,DUF7819
4856,PF25130,DUF7820
4857,PF25134,DUF7821
4858,PF25135,DUF7822
4859,PF25136,DUF7823
4860,PF25148,DUF7824
4861,PF25149,DUF7825
4862,PF09869,DUF2096
4863,PF23100,DUF2096
4864,PF09883,DUF2110
4865,PF24873,DUF2110
4866,PF24872,DUF2110
4867,PF25159,DUF7826
4868,PF25162,DUF7827
4869,PF25165,DUF7828
4870,PF25167,DUF7829
4871,PF25169,DUF7830
4872,PF25176,DUF7831
4873,PF25191,DUF7832
4874,PF25200,DUF7833
4875,PF25202,DUF7834
4876,PF25205,DUF7835
4877,PF25206,DUF7836
4878,PF25207,DUF7837
4879,PF25208,DUF7838
4880,PF25211,DUF7839
4881,PF25222,DUF7840
4882,PF25223,DUF7841
4883,PF25224,DUF7842
4884,PF25225,DUF7843
4885,PF25226,DUF7844
4886,PF25227,DUF7845
4887,PF25230,DUF7846
4888,PF25231,DUF7847
4889,PF25232,DUF7848
4890,PF25233,DUF7849
4891,PF25235,DUF7850
4892,PF25236,DUF7851
4893,PF25250,DUF7852
4894,PF25251,DUF7853
4895,PF25252,DUF7854
4896,PF25253,DUF7855
4897,PF25254,DUF7856
4898,PF25256,DUF7857
4899,PF25257,DUF7858
4900,PF25258,DUF7859
4901,PF25259,DUF7860
4902,PF25260,DUF7861
4903,PF25262,DUF7862
4904,PF25263,DUF7863
4905,PF25264,DUF7864
4906,PF25266,DUF7865
4907,PF25268,DUF7866
4908,PF25269,DUF7867
4909,PF25271,DUF7868
4910,PF25273,DUF7869
4911,PF25276,DUF7870
4912,PF25277,DUF7871
4913,PF25278,DUF7872
4914,PF25283,DUF7873
4915,PF25284,DUF7874
4916,PF25285,DUF7875
4917,PF25286,DUF7876
4918,PF25289,DUF7877
4919,PF25297,DUF7878
4920,PF25303,DUF7879
4921,PF25306,DUF7880
4922,PF25324,DUF7881
4923,PF25355,DUF7882
4924,PF25367,DUF7883
4925,PF25371,DUF7884
4926,PF25377,DUF7886
4927,PF25397,DUF7887
4928,PF25411,DUF7888
4929,PF25417,DUF7889
4930,PF25418,DUF7890
4931,PF25421,DUF7891
4932,PF25422,DUF7892
4933,PF25423,DUF7893
4934,PF25428,DUF7894
4935,PF25433,DUF7895
4936,PF25438,DUF7896
4937,PF25448,DUF7897
4938,PF25453,DUF7898
4939,PF25463,DUF7899
4940,PF25464,DUF7900
4941,PF25470,DUF7901
4942,PF25472,DUF7902
4943,PF25475,DUF7903
4944,PF25480,DUF7904
4945,PF25482,DUF7905
4946,PF25483,DUF7906
4947,PF25484,DUF7907
4948,PF25485,DUF7908
4949,PF25486,DUF7909
4950,PF25490,DUF7910
4951,PF25492,DUF7911
4952,PF25498,DUF7912
4953,PF25500,DUF7913
4954,PF25501,DUF7914
4955,PF25502,DUF7915
4956,PF25509,DUF7916
4957,PF25333,DUF2921
4958,PF25534,DUF7918
4959,PF25535,DUF7919
4960,PF25536,DUF7920
4961,PF25537,DUF7921
4962,PF25538,DUF7922
4963,PF25540,DUF7923
4964,PF25545,DUF7924
4965,PF25546,DUF7925
4966,PF25548,DUF7926
4967,PF25549,DUF7927
4968,PF25550,DUF7928
4969,PF25551,DUF7929
4970,PF25558,DUF7930
4971,PF25559,DUF7931
4972,PF25560,DUF7932
4973,PF25564,DUF7933
4974,PF25588,DUF7934
4975,PF25589,DUF7935
4976,PF25590,DUF7936
4977,PF25592,DUF7937
4978,PF25604,DUF7938
4979,PF25607,DUF7939
4980,PF25612,DUF7940
4981,PF25613,DUF7941
4982,PF25637,DUF7942
4983,PF25639,DUF7943
4984,PF25642,DUF7944
4985,PF25656,DUF7945
4986,PF25678,DUF7946
4987,PF25679,DUF7947
4988,PF25778,DUF7948
4989,PF25820,DUF7949
4990,PF25821,DUF7950
4991,PF25824,DUF7951
4992,PF25826,DUF7952
4993,PF25829,DUF7953
4994,PF25843,DUF7954
4995,PF25844,DUF7955
4996,PF25845,DUF7956
4997,PF25857,DUF7957
4998,PF25858,DUF7958
4999,PF25899,DUF7959
5000,PF25901,DUF7960
5001,PF25905,DUF7961
5002,PF25907,DUF7962
5003,PF25908,DUF7963
5004,PF25912,DUF7964
5005,PF25913,DUF7965
5006,PF25920,DUF7966
5007,PF25921,DUF7967
5008,PF25922,DUF7968
5009,PF25923,DUF7969
5010,PF25925,DUF7970
5011,PF25926,DUF7971
5012,PF25927,DUF7972
5013,PF25928,DUF7973
5014,PF25929,DUF7974
5015,PF25930,DUF7975
5016,PF25931,DUF7976
5017,PF25932,DUF7977
5018,PF25933,DUF7978
5019,PF25934,DUF7979
5020,PF25937,DUF7980
5021,PF25938,DUF7981
5022,PF25939,DUF7982
5023,PF25943,DUF7983
5024,PF25945,DUF7984
5025,PF25946,DUF7985
5026,PF25948,DUF7986
5027,PF25949,DUF7987
5028,PF25950,DUF7988
5029,PF25952,DUF7990
5030,PF25953,DUF7991
5031,PF25955,DUF7992
5032,PF25956,DUF7993
5033,PF25957,DUF7994
5034,PF25958,DUF7995
5035,PF25959,DUF7996
5036,PF25978,DUF7997
5037,PF25979,DUF7998
5038,PF26006,DUF7999
5039,PF26007,DUF8000
5040,PF26008,DUF8001
5041,PF26009,DUF8002
5042,PF26010,DUF8003
5043,PF26013,DUF8004
5044,PF26027,DUF8005
5045,PF26028,DUF8006
5046,PF26029,DUF8007
5047,PF26032,DUF8008
5048,PF26033,DUF8009
5049,PF26035,DUF8010
5050,PF26041,DUF8011
5051,PF26042,DUF8012
5052,PF26043,DUF8013
5053,PF26046,DUF8014
5054,PF26047,DUF8015
5055,PF26056,DUF8017
5056,PF26057,DUF8018
5057,PF26058,DUF8019
5058,PF26059,DUF8020
5059,PF26061,DUF8021
5060,PF26067,DUF8024
5061,PF26068,DUF8025
5062,PF26069,DUF8026
5063,PF26070,DUF8027
5064,PF26071,DUF8028
5065,PF26072,DUF8029
5066,PF26073,DUF8030
5067,PF26081,DUF8031
5068,PF26087,DUF8032
5069,PF26096,DUF8033
5070,PF26099,DUF8034
5071,PF26118,DUF8035
5072,PF26119,DUF8036
5073,PF26123,DUF8037
5074,PF26124,DUF8038
5075,PF26133,DUF8039
5076,PF26138,DUF8040
5077,PF26145,DUF8041
5078,PF26154,DUF8042
5079,PF26159,DUF8043
5080,PF26161,DUF8044
5081,PF26193,DUF8045
5082,PF26219,DUF8046
